candidate_id,candidate_digest,model_id,workload_id,workload_type,software_state,seq_len,batch_size,output_tokens,status,evidence_level,estimate_cycles,latency,throughput,capacity_status,topology_status,prefill_result_digest,decode_result_digest,request_formula,uncertainty_low,uncertainty_high,result_digest
cand-004b4ae3a9125d83,004b4ae3a9125d8376fa2a2b1f470402345b7d9b54dfb08e0589244c2e3438ed,llama2_7b,request__llama2_7b__b64__g512,request,sw_opt,2304,64,512,analytical_infeasible_projection,resource_explicit_analytical_extrapolation,5004288088046.68,10008.57617609336,3.2739921666650402,capacity_infeasible_projection,capacity_feasible,7a6906c5883944d6d5cfe88c725982739a1322f0adaab6f4ab7a055be185d0b0,bb63c65860fd2ea2a1d6050cbeeb64bb8d6b61b6a106d4d94dbd26b348fbef86,prefill_cycles + 512 * steady_decode_cycles,2752403182055.088,7256172994038.271,8c7abfe4d351aea7e6b5f67b30977e67b3a46a5fd96c723dc0f16f2430a34465
cand-004b4ae3a9125d83,004b4ae3a9125d8376fa2a2b1f470402345b7d9b54dfb08e0589244c2e3438ed,llama2_7b,request__llama2_7b__b512__g512,request,sw_opt,2304,512,512,analytical_infeasible_projection,resource_explicit_analytical_extrapolation,39640720234478.76,79281.44046895752,3.306498954224248,capacity_infeasible_projection,capacity_feasible,7a6906c5883944d6d5cfe88c725982739a1322f0adaab6f4ab7a055be185d0b0,a312bf8cc7b3f4449336a5f3e9b7ff6d0bdb70bc2d4a3b25e96dbeeee7fa52fc,prefill_cycles + 512 * steady_decode_cycles,21802440862592.734,57478999606364.79,03c89895bc899870d86736fbf4f4e7a129155622a33dc84055451e7840766373
cand-004b4ae3a9125d83,004b4ae3a9125d8376fa2a2b1f470402345b7d9b54dfb08e0589244c2e3438ed,llama3_1_405b,request__llama3_1_405b__b64__g512,request,naive,2304,64,512,analytical_infeasible_projection,resource_explicit_analytical_extrapolation,8249061490004.198,16498.122980008397,1.9861653376997268,capacity_infeasible_projection,capacity_feasible,534a2d1e02426db058367bfd96bb47747eeff5b19e74ae53593169fba0e341aa,0960bb40ab239d7c16c64e0d8c5c659edd475f9abbcb61801f6e4046e1104a5d,prefill_cycles + 512 * steady_decode_cycles,4540007828240.361,11958115151768.035,d7df5e1136395b0e19660834c5817bd48e2d4c14fdbe9f8683ffc12619f75874
cand-004b4ae3a9125d83,004b4ae3a9125d8376fa2a2b1f470402345b7d9b54dfb08e0589244c2e3438ed,llama3_1_405b,request__llama3_1_405b__b512__g512,request,naive,2304,512,512,analytical_infeasible_projection,resource_explicit_analytical_extrapolation,42763439009106.61,85526.87801821322,3.0650481588276333,capacity_infeasible_projection,capacity_feasible,534a2d1e02426db058367bfd96bb47747eeff5b19e74ae53593169fba0e341aa,be29c66e71f41420853f840df6d1406899c5b5670f8cd194e2e5c0f38e0b424e,prefill_cycles + 512 * steady_decode_cycles,23522915463746.69,62003962554466.53,0c8956b662c7e0c5a8a0791267a445c05d1c5c66ca2d621078a7cb91cecf61d3
cand-004b4ae3a9125d83,004b4ae3a9125d8376fa2a2b1f470402345b7d9b54dfb08e0589244c2e3438ed,llama3_1_405b,request__llama3_1_405b__b64__g512,request,sw_opt,2304,64,512,analytical_infeasible_projection,resource_explicit_analytical_extrapolation,8244144973596.488,16488.289947192978,1.987349816442216,capacity_infeasible_projection,capacity_feasible,fc12cbc16018987180315b38da5711a9ba85a3a6544238cdfc91ee6ac389a773,c075904690fc552e6c37e2e92042e3d9444d5d4e45e0e2a6563092a095222d70,prefill_cycles + 512 * steady_decode_cycles,4536812092575.335,11951477854617.643,1a718ad85397fd845a14e2f71c26c85fe0ce2621bcd2aa42c348e430be9d49cd
cand-004b4ae3a9125d83,004b4ae3a9125d8376fa2a2b1f470402345b7d9b54dfb08e0589244c2e3438ed,llama3_1_405b,request__llama3_1_405b__b512__g512,request,sw_opt,2304,512,512,analytical_infeasible_projection,resource_explicit_analytical_extrapolation,42348808070940.34,84697.61614188069,3.0950575936030016,capacity_infeasible_projection,capacity_feasible,fc12cbc16018987180315b38da5711a9ba85a3a6544238cdfc91ee6ac389a773,bfe08d7ed4bf9e87b55a80719908af5477f1e653c96f54661e9df328f06abe9e,prefill_cycles + 512 * steady_decode_cycles,23294376796114.457,61403239345766.234,318234492d14c36eac98879642b8c3d81609febd57f0e340d903e5b96f1eb9ec
cand-004b4ae3a9125d83,004b4ae3a9125d8376fa2a2b1f470402345b7d9b54dfb08e0589244c2e3438ed,llama3_8b,request__llama3_8b__b64__g512,request,naive,2304,64,512,analytical_feasible,resource_explicit_analytical_extrapolation,1297565228889.1191,2595.1304577782385,12.626725528108354,capacity_feasible,capacity_feasible,41d7483d58b91716668f8a7d8fe92b950e04edad5ea9566dd6619d34993fb103,99704d8586e98f807a69e379150b109a19a095310ce65b05482f9e7363981add,prefill_cycles + 512 * steady_decode_cycles,843417398777.9275,1751713059000.311,68a4dd3925601087d23c2ca225a9b86a095ccff4a7bfe9744eb6525cf56d5ae0
cand-004b4ae3a9125d83,004b4ae3a9125d8376fa2a2b1f470402345b7d9b54dfb08e0589244c2e3438ed,llama3_8b,request__llama3_8b__b512__g512,request,naive,2304,512,512,analytical_infeasible_projection,resource_explicit_analytical_extrapolation,9969998368328.102,19939.9967366562,13.146642071314586,capacity_infeasible_projection,capacity_feasible,41d7483d58b91716668f8a7d8fe92b950e04edad5ea9566dd6619d34993fb103,fa93a0434ec013d96f6bd3db3cdd6ddb77a89d74109829eba6bc1a3a7d8b2642,prefill_cycles + 512 * steady_decode_cycles,5483554723931.803,14456442012724.398,62c557c4cc39fc4ced92a7838cee65ac9c555a9918859ce476bc18eaa731185f
cand-004b4ae3a9125d83,004b4ae3a9125d8376fa2a2b1f470402345b7d9b54dfb08e0589244c2e3438ed,llama3_8b,request__llama3_8b__b64__g512,request,sw_opt,2304,64,512,analytical_feasible,resource_explicit_analytical_extrapolation,1297498736106.1157,2594.9974722122315,12.627372608600396,capacity_feasible,capacity_feasible,a2dbfec83e09ef2ede70bcfc9c71293004c689a45b2b163588408058afde6888,d929c2b136b7787a8dd7c6f68c00090879efa3d464cc580ebc593c18461a3f26,prefill_cycles + 512 * steady_decode_cycles,843374178468.9752,1751623293743.2563,213f005862a1b4bbf702bdfa02b24c478ec2d44ef8a89d513b485939fac85795
cand-004b4ae3a9125d83,004b4ae3a9125d8376fa2a2b1f470402345b7d9b54dfb08e0589244c2e3438ed,llama3_8b,request__llama3_8b__b512__g512,request,sw_opt,2304,512,512,analytical_infeasible_projection,resource_explicit_analytical_extrapolation,9957087872490.127,19914.175744980254,13.163688186596342,capacity_infeasible_projection,capacity_feasible,a2dbfec83e09ef2ede70bcfc9c71293004c689a45b2b163588408058afde6888,01fba80936e4aa93ac01f5d328d1c7b25d66a14c0dfeb546205e8536bcd57a32,prefill_cycles + 512 * steady_decode_cycles,5476447301942.617,14437728443037.637,95e64afae9f2db6c7c030c97c132860be3cca79da64eec38c5bad8a58125dbd1
cand-004b4ae3a9125d83,004b4ae3a9125d8376fa2a2b1f470402345b7d9b54dfb08e0589244c2e3438ed,mixtral_8x7b,request__mixtral_8x7b__b64__g512,request,naive,2304,64,512,analytical_feasible,resource_explicit_analytical_extrapolation,1623807549302.1191,3247.6150986042385,10.08986564143117,capacity_feasible,capacity_feasible,f663d624a1817aaca61e54674292e6147ea9ddde52b387a10a695993e2926f8b,da78a0b3934e617e40f21e2fd396deab5a54e06126a3e77ecbe09e096c476ebd,prefill_cycles + 512 * steady_decode_cycles,1055474907046.3774,2192140191557.861,3009ba62197b042c836192615b06d303a4a30fc5b57c2c5d0e91d56280a66af7
cand-004b4ae3a9125d83,004b4ae3a9125d8376fa2a2b1f470402345b7d9b54dfb08e0589244c2e3438ed,mixtral_8x7b,request__mixtral_8x7b__b512__g512,request,naive,2304,512,512,analytical_infeasible_projection,resource_explicit_analytical_extrapolation,10324301141741.648,20648.6022834833,12.695484004246017,capacity_infeasible_projection,capacity_feasible,f663d624a1817aaca61e54674292e6147ea9ddde52b387a10a695993e2926f8b,3ffcf618d87ac2280f7c9973121cb5b9865f22a48c5f2a556543726d870db089,prefill_cycles + 512 * steady_decode_cycles,5678542123291.604,14970060160191.693,9a1f3c045f2399e4940343920e6fc1c4b483e14a3dfac79e61f3f460e7ec8d50
cand-004b4ae3a9125d83,004b4ae3a9125d8376fa2a2b1f470402345b7d9b54dfb08e0589244c2e3438ed,mixtral_8x7b,request__mixtral_8x7b__b64__g512,request,sw_opt,2304,64,512,analytical_feasible,resource_explicit_analytical_extrapolation,1623418982677.2896,3246.837965354579,10.092280658798286,capacity_feasible,capacity_feasible,21f9ee8083b2815865c09c54b87280a785269eb6349eeeba01b8255a9bce1cdf,588890fbcaf73a7c204bd1fba7c2c84ac52fb04e60d54e9f51d938337c5c2672,prefill_cycles + 512 * steady_decode_cycles,1055222338740.2383,2191615626614.341,88c4b9077f314d61f788fb317cc19fc94d21946ff6072e2fa624a1c17387466e
cand-004b4ae3a9125d83,004b4ae3a9125d8376fa2a2b1f470402345b7d9b54dfb08e0589244c2e3438ed,mixtral_8x7b,request__mixtral_8x7b__b512__g512,request,sw_opt,2304,512,512,analytical_infeasible_projection,resource_explicit_analytical_extrapolation,10283008119061.3,20566.0162381226,12.7464647000556,capacity_infeasible_projection,capacity_feasible,21f9ee8083b2815865c09c54b87280a785269eb6349eeeba01b8255a9bce1cdf,3aa7e376a07bc7dab62b19eb3db6b3f09055e928620eb070e247a1519f4ac61a,prefill_cycles + 512 * steady_decode_cycles,5655792104154.93,14910224133967.674,2193cee5fca6e820e1286926cbe1306f8eeb09cf96b8b0f33853fb5403256598
cand-00a0d350ee24cf3f,00a0d350ee24cf3f68a329b4d7c80d0a9ba66c06d628ee535bc3ab2adf5cca92,deepseek_v3,request__deepseek_v3__b64__g512,request,naive,2304,64,512,analytical_infeasible_projection,resource_explicit_analytical_extrapolation,6330321246312.289,12660.642492624578,2.5881782870884242,capacity_infeasible_projection,capacity_feasible,79090307ae0cbaa1e6a4c7459d0674fc3b7dc3a19a06c920db19b4c0a6207567,db36ef26d6f3ff17ea949d40fdefa40f625528f468a7c3fd23076ddeb22c3b8e,prefill_cycles + 512 * steady_decode_cycles,3481676685471.7593,9178965807152.818,e47fc4076d2d66a2850cb450d56b39b985508f6e11dc61f58b8ff8c3c5f1ae7a
cand-00a0d350ee24cf3f,00a0d350ee24cf3f68a329b4d7c80d0a9ba66c06d628ee535bc3ab2adf5cca92,deepseek_v3,request__deepseek_v3__b512__g512,request,naive,2304,512,512,analytical_infeasible_projection,resource_explicit_analytical_extrapolation,17995664581114.73,35991.329162229464,7.2835320645813475,capacity_infeasible_projection,capacity_feasible,79090307ae0cbaa1e6a4c7459d0674fc3b7dc3a19a06c920db19b4c0a6207567,f2ca53fa2bb5e8e6c9286e5ec5ceeeac829121ff3c78c20a9329d8edb41f34cf,prefill_cycles + 512 * steady_decode_cycles,9897615519613.102,26093713642616.355,d23346640edf1130f3d0a4f9ffd6cc02b8946bbd9d907639a10d0d6e2aec622e
cand-00a0d350ee24cf3f,00a0d350ee24cf3f68a329b4d7c80d0a9ba66c06d628ee535bc3ab2adf5cca92,deepseek_v3,request__deepseek_v3__b64__g512,request,sw_opt,2304,64,512,analytical_infeasible_projection,resource_explicit_analytical_extrapolation,6329743907334.682,12659.487814669363,2.5884143560713104,capacity_infeasible_projection,capacity_feasible,60a0841496fe279ebc6d962027bc99f0c586d1b3c4977f857ceae4a315fe36bf,b1dc86c168bce8e38bd7edeeceb99b50ce2132f3f8e7de429d888668a684bc69,prefill_cycles + 512 * steady_decode_cycles,3481359149034.0747,9178128665635.29,10bf1b7ebaea6609f26b64771f366bdf57ed066940c166df8bedd7111ae41d53
cand-00a0d350ee24cf3f,00a0d350ee24cf3f68a329b4d7c80d0a9ba66c06d628ee535bc3ab2adf5cca92,deepseek_v3,request__deepseek_v3__b512__g512,request,sw_opt,2304,512,512,analytical_infeasible_projection,resource_explicit_analytical_extrapolation,11647904858656.145,23295.809717312288,11.25283916640114,capacity_infeasible_projection,capacity_feasible,60a0841496fe279ebc6d962027bc99f0c586d1b3c4977f857ceae4a315fe36bf,135abe82abd623a4ffd89abdfd8a774c9ed294d5e09b10f9e0e90334948c84a0,prefill_cycles + 512 * steady_decode_cycles,6406347672260.88,16889462045051.41,1bd632582f393d0bd28d2e777a921ed9a5b606b9c79540bb1be600f55eea90d0
cand-00a0d350ee24cf3f,00a0d350ee24cf3f68a329b4d7c80d0a9ba66c06d628ee535bc3ab2adf5cca92,gpt3_175b,request__gpt3_175b__b64__g512,request,naive,2304,64,512,analytical_infeasible_projection,resource_explicit_analytical_extrapolation,46030709138858.26,92061.41827771651,0.355936293542107,capacity_infeasible_projection,capacity_feasible,50b85f68c3b79f09facb5eb9347d5cf0ead1c0aa26cf7d88a783fa93d79c1147,418cb98f089fd1dbb8e10c31893facd062526f811a01c65279002ec4dab14e92,prefill_cycles + 512 * steady_decode_cycles,25321234120854.805,66740184156861.71,0c874e5b17f73de3c1549c7c030d0a1db7727c923ad079eb3943fe6587804868
cand-00a0d350ee24cf3f,00a0d350ee24cf3f68a329b4d7c80d0a9ba66c06d628ee535bc3ab2adf5cca92,gpt3_175b,request__gpt3_175b__b512__g512,request,naive,2304,512,512,analytical_infeasible_projection,resource_explicit_analytical_extrapolation,357953185313398.5,715906.370626797,0.3661707881862893,capacity_infeasible_projection,capacity_feasible,50b85f68c3b79f09facb5eb9347d5cf0ead1c0aa26cf7d88a783fa93d79c1147,2d1e78562584ecd6fcd55436ec140b30c02222b49ea23fda8769738f89ec2367,prefill_cycles + 512 * steady_decode_cycles,196878596016851.94,519027774609945.0,cdee1943b18d670e24a3da6076b9500e8ff923bf8a1cac21a3b940038dfca267
cand-00a0d350ee24cf3f,00a0d350ee24cf3f68a329b4d7c80d0a9ba66c06d628ee535bc3ab2adf5cca92,gpt3_175b,request__gpt3_175b__b64__g512,request,sw_opt,2304,64,512,analytical_infeasible_projection,resource_explicit_analytical_extrapolation,46032312937952.56,92064.62587590513,0.35592389246406464,capacity_infeasible_projection,capacity_feasible,16def3b3c68c21f9a7a6447094802e7f5da7e8ae71c647d918e9001985b33a2c,b5c167d5c45ec4c8ff7f9446c4fae411092dcdbe4d5af5dd86dbdcb06af684f8,prefill_cycles + 512 * steady_decode_cycles,25322276590266.098,66742349285639.02,7aedff28092ea465e1722c0062e062cd306a8265c789cff093c37342da566562
cand-00a0d350ee24cf3f,00a0d350ee24cf3f68a329b4d7c80d0a9ba66c06d628ee535bc3ab2adf5cca92,gpt3_175b,request__gpt3_175b__b512__g512,request,sw_opt,2304,512,512,analytical_infeasible_projection,resource_explicit_analytical_extrapolation,357760178662880.6,715520.3573257612,0.36636833224390203,capacity_infeasible_projection,capacity_feasible,16def3b3c68c21f9a7a6447094802e7f5da7e8ae71c647d918e9001985b33a2c,983100ec4339e41b2dfbaad4a1f32c4220cf3a82affbaa5abaae011a5031ab08,prefill_cycles + 512 * steady_decode_cycles,196772602738976.56,518747754586784.75,02ed76b516b0b1c65c6cce67fb3c044f415cf80de28f1028a037fffe24f3e91d
cand-00a0d350ee24cf3f,00a0d350ee24cf3f68a329b4d7c80d0a9ba66c06d628ee535bc3ab2adf5cca92,llama2_7b,request__llama2_7b__b64__g512,request,naive,2304,64,512,analytical_infeasible_projection,resource_explicit_analytical_extrapolation,5005456545694.1,10010.9130913882,3.2732278964831276,capacity_infeasible_projection,capacity_feasible,c46289914253d48e738edb8fdb0735ae3029f4d6a48fed26e6f29ca9b9543786,651a8fffbc53e6fd5530fa4bd6f6760ce60aef57bdcff3f5749bdea54b54a890,prefill_cycles + 512 * steady_decode_cycles,2753162679525.9106,7257750411862.289,c447f3bb5b4d1f4d523916ba7847bc2f81a169c378d96b6bccdca8ed97344d27
cand-00a0d350ee24cf3f,00a0d350ee24cf3f68a329b4d7c80d0a9ba66c06d628ee535bc3ab2adf5cca92,llama2_7b,request__llama2_7b__b512__g512,request,naive,2304,512,512,analytical_infeasible_projection,resource_explicit_analytical_extrapolation,39654374781240.02,79308.74956248005,3.305360397763943,capacity_infeasible_projection,capacity_feasible,c46289914253d48e738edb8fdb0735ae3029f4d6a48fed26e6f29ca9b9543786,b501a9b3841de0c10026b3aace704c1ce52c52b0afcee003c0f9932e7c2c6b0a,prefill_cycles + 512 * steady_decode_cycles,21810067709076.17,57498681853403.88,c1653df7e7f68a7a4d4468f8ad4f0503c25f0bd0f622ade61ff9511092a92b92
cand-00a0d350ee24cf3f,00a0d350ee24cf3f68a329b4d7c80d0a9ba66c06d628ee535bc3ab2adf5cca92,llama2_7b,request__llama2_7b__b64__g512,request,sw_opt,2304,64,512,analytical_infeasible_projection,resource_explicit_analytical_extrapolation,5005630096929.086,10011.260193858172,3.2731144097226545,capacity_infeasible_projection,capacity_feasible,f0d85e6771a43b618dfda7a6b357c1bad4c50b9de3a11838c0b0c12180c0bf2f,fa37b9bfdcde84cc38b8d031e8d9f5936ec8c6bec5ad2b38665af82ee77f9b93,prefill_cycles + 512 * steady_decode_cycles,2753275487828.6514,7257984706029.52,e0ee52b1a2f3189619c5a31ee938fdbf3af2afe5c9c74d4198952f208151b9d5
cand-00a0d350ee24cf3f,00a0d350ee24cf3f68a329b4d7c80d0a9ba66c06d628ee535bc3ab2adf5cca92,llama2_7b,request__llama2_7b__b512__g512,request,sw_opt,2304,512,512,analytical_infeasible_projection,resource_explicit_analytical_extrapolation,39642062243361.164,79284.12448672233,3.306387018802246,capacity_infeasible_projection,capacity_feasible,f0d85e6771a43b618dfda7a6b357c1bad4c50b9de3a11838c0b0c12180c0bf2f,684b47c50162a169b2ea044257c76a1e57f1f62df98a12485f9fd5dfb946f666,prefill_cycles + 512 * steady_decode_cycles,21803313168366.297,57480811318356.03,d153b93bfb7ab336ac36d6ff088422d85abf437e458c484679f61cce2ac9842f
cand-00a0d350ee24cf3f,00a0d350ee24cf3f68a329b4d7c80d0a9ba66c06d628ee535bc3ab2adf5cca92,llama3_1_405b,request__llama3_1_405b__b64__g512,request,naive,2304,64,512,analytical_infeasible_projection,resource_explicit_analytical_extrapolation,8320698626032.372,16641.397252064744,1.9690654278404647,capacity_infeasible_projection,capacity_feasible,c422436b748194280b00a7551f313bdc7caba9668c877decf9345af99f2d4a92,8658d0598a2576b37710311950b57a8744ad457b21004fad2fce1854d3449636,prefill_cycles + 512 * steady_decode_cycles,4586571966658.675,12054825285406.07,4883be03d7da36bdcad34f05738e675bd755f6f2c2b6e090ff34a12b0d4f2537
cand-00a0d350ee24cf3f,00a0d350ee24cf3f68a329b4d7c80d0a9ba66c06d628ee535bc3ab2adf5cca92,llama3_1_405b,request__llama3_1_405b__b512__g512,request,naive,2304,512,512,analytical_infeasible_projection,resource_explicit_analytical_extrapolation,42835076145134.79,85670.15229026957,3.059922189840374,capacity_infeasible_projection,capacity_feasible,c422436b748194280b00a7551f313bdc7caba9668c877decf9345af99f2d4a92,3214ec5ab62703ec2b246249f8c9d65be2a21ea1949f4f9edfbd1ead5cd8f9ce,prefill_cycles + 512 * steady_decode_cycles,23569479602165.004,62100672688104.56,adf415eeac74ab98f3b374b8c249ecb74c888a1bc72ba55a2df6b050267a4257
cand-00a0d350ee24cf3f,00a0d350ee24cf3f68a329b4d7c80d0a9ba66c06d628ee535bc3ab2adf5cca92,llama3_1_405b,request__llama3_1_405b__b64__g512,request,sw_opt,2304,64,512,analytical_infeasible_projection,resource_explicit_analytical_extrapolation,8320115686514.451,16640.231373028902,1.9692033881879538,capacity_infeasible_projection,capacity_feasible,52fe031a028df05e30a731ae269c5a6b382829dc9db21b74aaabc17af8c05148,8e9ef8bd146e02a906cf93e11a3e0c0c6efba7a9fed646f4af314836f128f71d,prefill_cycles + 512 * steady_decode_cycles,4586193055972.011,12054038317056.893,9b63754991650610d49481c40c9cabb8d65e281e702ee6d38cf773e6e0feddb5
cand-00a0d350ee24cf3f,00a0d350ee24cf3f68a329b4d7c80d0a9ba66c06d628ee535bc3ab2adf5cca92,llama3_1_405b,request__llama3_1_405b__b512__g512,request,sw_opt,2304,512,512,analytical_infeasible_projection,resource_explicit_analytical_extrapolation,42424778783858.305,84849.5575677166,3.0895152257074354,capacity_infeasible_projection,capacity_feasible,52fe031a028df05e30a731ae269c5a6b382829dc9db21b74aaabc17af8c05148,8b5f1bd7253e5a4df275c471e6ca04c9a1b5db153ce180ee75db6506e86e2d03,prefill_cycles + 512 * steady_decode_cycles,23343757759511.133,61505799808205.484,22ee1fd7a2def347743502ebaa5b34a01f62e3242c75ee2c52293ac7c00df1b4
